Region1,Region2,Fisher_Correlation
1,1,Inf
1,2,0.863361662949315
1,3,1.23723396576364
1,4,0.873437177835527
1,5,0.152959308227747
1,6,0.385822937560961
1,7,0.921201882082603
1,8,0.914480430426827
1,9,0.529283276545959
1,10,0.199428933633294
1,11,0.120195659168731
1,12,0.51116588426256
1,13,0.0996748214150901
1,14,0.17045945907142
1,15,0.111272070555447
1,16,0.241134647729217
1,17,0.293329441295819
1,18,-0.0126287941869495
1,19,0.279032219763381
1,20,0.148235168005743
1,21,0.36352475860124
1,22,0.438754881396585
1,23,0.192568776536895
1,24,0.432628166196301
1,25,0.407133205360979
1,26,0.363125261995034
1,27,0.105733370224931
1,28,-0.0666921311565278
1,29,1.12044197710196
1,30,0.886404995801822
1,31,0.292971845937236
1,32,0.363434573171999
1,33,0.232221151172609
1,34,0.00959530371322481
1,35,0.0874256467341217
1,36,0.253640259495635
1,37,0.106608905521499
1,38,0.15261001383579
1,39,-0.0627637935639495
1,40,0.312405212706964
1,41,0.00494807918854137
1,42,0.12124894748114
1,43,0.226034564009795
1,44,0.0896706871595241
1,45,-0.0638242787823435
1,46,-0.093017192928584
1,47,0.204012963255287
1,48,-0.341253094512544
1,49,-0.0522788569132559
1,50,-0.322162435299885
1,51,0.572197162454989
1,52,-0.0871065832196743
1,53,0.510446117562041
1,54,0.481566906947105
1,55,0.541887844779355
1,56,0.134325558039634
1,57,0.193963159948076
1,58,0.0115486852249652
1,59,0.0800461302559819
1,60,0.0286206257865514
1,61,-0.087021342215458
1,62,-0.29133859159775
1,63,0.00778605376459664
1,64,-0.104599238918634
1,65,-0.144523763443585
1,66,-0.0441824871741326
1,67,-0.0297663297564846
1,68,0.168956221531938
1,69,-0.0783712916078073
1,70,0.316300141513814
1,71,-0.391522619856243
1,72,0.307942431873043
1,73,0.0778857717356045
1,74,0.137270507826651
1,75,0.458856691742904
1,76,-0.168611262571295
1,77,0.313818185172759
1,78,0.15471294890142
1,79,0.059510806072156
1,80,-0.316322509617702
1,81,0.358721911310608
1,82,-0.385321737913194
1,83,0.646286641174012
1,84,0.446458134574803
1,85,0.248846590396407
1,86,0.0853961846608185
1,87,0.517629524708097
1,88,-0.360634846149366
1,89,-0.275425634448172
1,90,-0.273154201461098
1,91,-0.0797489066939784
1,92,0.356021223557254
1,93,-0.128428779903915
1,94,0.452883593358819
1,95,0.321689055189944
1,96,0.679210917185838
1,97,0.566092646738174
1,98,0.271330925939964
1,99,0.459635054913972
1,100,0.602404353367078
1,101,1.28726140107787
1,102,0.540578536228683
1,103,0.922761664590849
1,104,0.766389070711333
1,105,-0.0222936521378007
1,106,0.257811197001772
1,107,0.867664555605695
1,108,0.447002688811996
1,109,0.139006982775844
1,110,0.166721764528852
1,111,0.0420571857162501
1,112,0.22483833470256
1,113,0.588094324683776
1,114,0.210811974399664
1,115,0.0674906168558297
1,116,0.371541751428609
1,117,0.172700602984419
1,118,0.473705871367029
1,119,0.295928284204528
1,120,0.243960654666343
1,121,0.423767459558018
1,122,0.278579676623524
1,123,0.159503703743958
1,124,0.36743500970319
1,125,0.371301090626715
1,126,-0.0467016739450511
1,127,0.0135073348574261
1,128,0.449503386439623
1,129,0.550958155212678
