Region1,Region2,Median_Correlation_MCI,Median_Correlation_CN
2,17,NaN,0.415176509111205
2,18,NaN,0.277256073864279
2,19,0.35995812374637,0.433291329642888
2,20,NaN,0.379141346163812
2,21,0.32077078847267,0.353546591125504
2,22,0.387029281165792,0.411850507752362
2,23,0.2717019304307,0.342484896009775
2,24,0.289253804722211,0.36612069039364
2,25,0.342441015345789,0.336918828637285
2,26,0.329742136134185,0.348541374725089
2,27,0.304157195632684,0.317426768638325
2,28,0.269915234290324,0.329699992813229
2,29,0.534124709443299,0.649910927456006
2,30,0.654670423140192,0.719169294314885
2,31,0.464896153901414,0.489387597084898
2,32,0.347506355471721,0.471672430418692
2,33,0.391849445270125,0.527874155030203
2,34,NaN,0.505793022480155
2,35,0.194504585353997,0.352428142505675
2,36,0.266225536167432,0.378005159975361
2,37,0.273875412535786,0.416881812728045
2,38,NaN,0.476059913672381
2,39,0.308629173934336,0.316402092592403
2,40,0.293196363131113,0.294472239119294
2,41,0.216414083776403,0.397826045856053
2,42,0.297458440302406,0.268615100664315
2,43,0.280829888561675,0.287385441271689
2,44,0.308466941322688,0.459700016768802
2,45,0.240348504016147,0.412936612360753
2,46,0.435544865359722,0.366141668227764
2,47,0.23562309507071,0.340989777744443
2,48,0.305939955183893,0.400547863023334
2,49,0.230233275828442,0.308859190397806
2,50,0.227147872714806,0.346111934834686
2,51,0.392808807462189,0.270079751365381
2,52,0.354984203472077,0.425551678045076
2,53,0.28502958210737,0.28713340657467
2,54,0.354196300641708,0.351530871191338
2,55,0.187046375383494,0.356482693532459
2,56,0.151730048752497,0.340947196056068
2,57,0.576580832274252,0.618952785451359
2,58,0.371081890847958,0.452383623416256
2,59,0.313724117849704,0.397318347130365
2,60,0.33232979541411,0.472560827439898
2,61,0.342473774606913,0.355468615158194
2,62,0.327739056839591,0.375686623974166
2,63,0.221245676621232,0.335194497117787
2,64,0.1655067185138,0.346058631729023
2,65,0.296821506415143,0.404475806213314
2,66,0.0667418809027203,0.219043435471196
2,67,0.425155635346921,0.543517953221723
2,68,0.266382467202092,0.401595125463346
2,69,0.330897510424275,0.358266631695692
2,70,0.463249395455953,0.331264217442931
2,71,0.410910895178288,0.405627082614349
2,72,0.37191930997218,0.492286867839132
2,73,0.426008763509071,0.582747882547704
2,74,0.238585334530088,0.42120524013856
2,75,0.388073133054409,0.403866235333623
2,76,0.355863358897845,0.394892762755819
2,77,0.291519070042227,0.440760326095453
2,78,0.291142721205877,0.454610450580158
2,79,0.300347117613705,0.472255588383798
2,80,0.143606674326336,0.275909989580826
2,81,0.457068160260525,0.367408120901279
2,82,0.222219755931592,0.264763406052062
2,83,0.293296710543085,0.414162087901212
2,84,0.264824671838265,0.382113491449929
2,85,0.386188219529093,0.303652125236296
2,86,0.424459873638177,0.47229321351766
2,87,0.27983660293421,0.378902590745806
2,88,0.325112509627443,0.321613638330314
2,89,0.275494940071532,0.304222081432813
2,90,0.349570969957871,0.350321129859725
2,91,NaN,0.297921669232818
2,92,0.361300514444535,0.372163874686623
2,93,0.461456219732358,0.365144168194556
2,94,0.439939911182944,0.365457493314196
2,95,0.391449452039117,0.269573323921215
2,96,0.457187541876593,0.471105991391514
2,97,0.325537936718302,0.41367634044926
2,98,0.288400175964927,0.430357246581394
2,99,0.454031616507187,0.419619402382871
2,100,0.386137644246357,0.463829978284366
2,101,0.546824078932943,0.557000472097817
2,102,0.613685791325356,0.644707922660539
2,103,0.668759748799788,0.695178382324692
2,104,0.773305512606157,0.742371299993303
2,105,0.464716598445687,0.514734511443036
2,106,0.452505549937594,0.49603062443516
2,107,0.394598730239633,0.336485544706732
2,108,0.258646165431666,0.316386435083523
2,109,0.42853915711216,0.480558579416426
2,110,0.311065948441439,0.400479756063128
2,111,0.311349767626436,0.40580079654641
2,112,0.349087454119635,0.43378514595505
2,113,0.163760954833197,0.239046079433031
2,114,0.166810752766531,0.285771052053603
2,115,0.342709618456116,0.329303412999528
2,116,0.192765598078356,0.290975638403422
2,117,0.229377371079623,0.360263283522231
2,118,0.194777309886724,0.27812108591792
2,119,0.215634429960808,0.262448771171082
2,120,NaN,0.252410658241131
2,121,NaN,0.390829079124795
2,122,0.31776130254249,0.361532875262749
2,123,NaN,0.259091123628682
2,124,0.218829317524214,0.317516334863709
2,125,0.283985997967949,0.377827518922747
2,126,0.141710563259417,0.275485409958161
2,127,0.167906217703709,0.31713272781305
2,128,0.21277443399143,0.278587368289944
2,129,0.176514858169643,0.275557684931674
2,130,0.121854194479441,0.246105155926099
2,131,0.449157439938109,0.591473642597051
2,132,0.352189289558341,0.338697970243952
2,133,0.403087515713074,0.53693768759903
2,134,0.393830550911889,0.544518029455357
2,135,0.342875428168957,0.488303193639925
2,136,0.382053012441786,0.461133417001468
2,137,0.108575712509336,0.300357942172841
2,138,0.20522635626542,0.342913634610534
2,139,0.40836232803299,0.544217203284501
2,140,NaN,0.351628349423898
2,141,0.27697143470635,0.363249801568857
2,142,0.239761322205697,0.333158269034775
2,143,0.0476834825047424,0.288856648863051
2,144,0.033223603972759,0.212169936145445
2,145,0.144739676559628,0.287099233607656
2,146,0.074284132546876,0.263558364976597
2,147,0.345823925292927,0.355689714896838
2,148,0.334205170971661,0.363893708216042
2,149,0.331273684611141,0.4805786432454
2,150,0.379053441065316,0.329454942870242
2,151,0.184708316564666,0.312366059759516
2,152,0.288477553518955,0.348486076181786
2,153,0.172764820634142,0.285183600371914
2,154,0.153649854383399,0.147885264722729
2,155,0.201848707434122,0.241718486518469
2,156,0.204270929029897,0.31881122343168
2,157,0.236944023113676,0.21290733388583
2,158,0.229727530596336,0.360001854219728
2,159,0.393458107302695,0.273169568433628
2,160,0.461611224033454,0.253734323521803
2,161,0.165756997750493,0.22770407414904
2,162,0.154659130215007,0.324410159368088
2,163,0.210762490086532,0.312192396901852
2,164,0.298130448150731,0.374409411957792
2,165,0.372328779749014,0.440631304720631
2,166,0.246097859077826,0.321381933234574
2,167,0.200757528386389,0.278391099543552
2,168,0.168075489015353,0.26094837606588
2,169,0.28566550397357,0.362252101757768
2,170,0.0857433123862692,0.24938920268029
2,171,0.241104337077312,0.225864168767681
2,172,0.328781349055663,0.420060690837942
2,173,0.312545893333809,0.285979813178716
2,174,0.266682480108769,0.392498104479364
2,175,0.185209132198047,0.33602127237489
2,176,0.355876647328125,0.337463982911131
2,177,0.35077480610677,0.328759692665237
2,178,0.389559745251119,0.316557267808997
2,179,0.395986416780814,0.366578479738479
2,180,0.247726755126575,0.275368850987374
2,181,0.293800342427176,0.467925873440918
2,182,0.324571948687838,0.471915894251071
2,183,0.325774017119854,0.456975613396682
2,184,0.244933610292453,0.371183053538552
2,185,0.200536658368419,0.317882528211276
2,186,0.320516704567567,0.433872823384391
2,187,0.19235318552065,0.250085889741311
2,188,0.0807596031793159,0.203440265645578
2,189,0.362759738021398,0.353444710990098
2,190,0.41549405474351,0.344035936450612
2,191,0.29885224432059,0.0899613465509654
2,192,0.288655441482928,0.297957307667568
2,193,0.289917850844252,0.345735952283158
2,194,0.405216927148732,0.351169099690283
2,195,0.304540645947842,0.423572733481525
2,196,0.358521117288439,0.222360159208225
2,197,0.227159795369755,0.259726259844309
2,198,0.314725305362682,0.324802756993679
2,199,0.297190116469724,0.341932737082564
2,200,0.249134063995988,0.280398324363903
3,1,0.837555994167013,0.854353653386817
3,2,0.748126779046744,0.731740094339423
3,3,1,1
3,4,0.775049972750069,0.748460508592682
3,5,0.735418124471894,0.657768422956989
3,6,0.650733958918793,0.709291685118079
3,7,0.578752942731876,0.662622978993863
3,8,0.71638110460459,0.764841257140958
3,9,0.53644136668568,0.54651669475865
3,10,0.679108296594862,0.757504168574741
3,11,0.476539634364455,0.596552669981352
3,12,0.65630090574293,0.755576756384908
3,13,0.37285420527249,0.365548544359178
3,14,0.205512384732467,0.324771362908832
3,15,0.287854218923788,0.304173527793255
3,16,0.347258091480757,0.317187080732125
3,17,NaN,0.391631502316986
3,18,NaN,0.223626044510913
3,19,0.455990027017203,0.387789424002171
3,20,NaN,0.390026782065311
3,21,0.452377174268204,0.258099128904566
3,22,0.494150975682615,0.432076889488881
3,23,0.419661858698338,0.377670955316832
3,24,0.447307445947684,0.305424956463481
3,25,0.461462564638294,0.380185649417016
3,26,0.390345907724935,0.338008998887553
3,27,0.289263019262322,0.33466708824657
3,28,0.297632150131436,0.326751029442039
3,29,0.618841200479071,0.629752922281549
3,30,0.69709910816772,0.725421709710873
3,31,0.54141567349727,0.545526330152427
3,32,0.502063588755218,0.549600761612621
3,33,0.513578308406252,0.571780500746651
3,34,NaN,0.485878406801051
3,35,0.322068077399531,0.324149088960041
3,36,0.34791188281591,0.353520860758434
3,37,0.367894741077123,0.370936791501528
3,38,NaN,0.449702701425128
3,39,0.354960372215887,0.309858451334117
3,40,0.415222393001366,0.348573573379425
3,41,0.291749343051609,0.411757107447968
3,42,0.34796670187093,0.265711364404856
3,43,0.472651828028351,0.264285024246583
3,44,0.459284305651182,0.568089540471301
3,45,0.344063273078474,0.375735395999225
3,46,0.363531061383502,0.283228508373296
3,47,0.396971757480016,0.351112572738821
3,48,0.357095713635702,0.319051399725935
3,49,0.327737698502327,0.276494857391931
3,50,0.256285867645515,0.292225902237269
3,51,0.414117526084805,0.352089482885465
3,52,0.360902901600727,0.315023901564802
3,53,0.291480306754645,0.313635658865568
3,54,0.31469767872861,0.322003732448555
3,55,0.325365715573129,0.226947199906101
3,56,0.225682855686881,0.215399598455496
3,57,0.605746244131164,0.554796961755823
3,58,0.468398420576894,0.458502869772637
3,59,0.39332726143777,0.309879637628476
3,60,0.415444984970885,0.436721401638255
3,61,0.336709616444979,0.323019138939748
3,62,0.43261879988137,0.341237095927353
3,63,0.33234277685959,0.28979681396782
3,64,0.308627979063821,0.286897324265069
3,65,0.292413654047774,0.268437575619775
3,66,0.230516493377673,0.242556206781449
3,67,0.38518049862356,0.394656063130647
3,68,0.341072074882156,0.334307319118586
3,69,0.295252668892705,0.248849613740697
3,70,0.456649380109093,0.27358716802315
3,71,0.417600320312119,0.295914631112258
3,72,0.5695498346842,0.581236863044408
3,73,0.523636085831059,0.615916270123207
3,74,0.417338031138642,0.553886495455774
3,75,0.388809619833164,0.360481592511812
3,76,0.350497759960801,0.257425507794907
3,77,0.4180638708903,0.52051238290149
3,78,0.481220300570358,0.562535471704818
3,79,0.419979697287992,0.528304581136766
3,80,-0.00479245112952465,0.243108511101651
3,81,0.409654760039013,0.183476417478302
3,82,-0.0157076929720126,0.271955238970358
3,83,0.388935481864216,0.249397594098842
3,84,0.257986735777047,0.261167735211663
3,85,0.408205431131962,0.266164353575972
3,86,0.543219347230886,0.361497510891295
3,87,0.396464461852326,0.368936251559569
3,88,0.331948891836727,0.225343870095251
3,89,0.235360452187505,0.203697479636204
3,90,0.364855456512987,0.272403115068694
3,91,NaN,0.269144573954687
3,92,0.362284991286902,0.349553967825174
3,93,0.489414519100212,0.391877363276282
3,94,0.495391654352198,0.395104432478982
3,95,0.48089674630396,0.238770638079628
3,96,0.499815789191028,0.529336295428053
3,97,0.529137732775649,0.591907324017121
3,98,0.481829314946986,0.451398829780158
3,99,0.496741243539808,0.375907360467424
3,100,0.485673026760243,0.478037270235167
3,101,0.766556322892599,0.764154866132508
3,102,0.632172566780139,0.650583482098108
3,103,0.887894101385172,0.86990981707613
3,104,0.756928316003582,0.745577451286124
3,105,0.588734806031604,0.592507877843941
3,106,0.632176929389268,0.714582026625321
3,107,0.714773661445954,0.705741779116304
3,108,0.517625072938856,0.576085711520016
3,109,0.717165782517653,0.77412464835282
3,110,0.516749011989645,0.620633402210813
3,111,0.512303715676058,0.570625552737721
3,112,0.459483374923777,0.558196305801215
3,113,0.257669725916164,0.246383079579569
3,114,0.272574454803414,0.266697711415383
3,115,0.343798440127526,0.311731752189717
3,116,0.293532119948639,0.222025168900845
3,117,0.289917105265878,0.277816531410751
3,118,0.319339948468444,0.282027709759378
3,119,0.315408403215443,0.291393844685251
3,120,NaN,0.273784305308243
3,121,NaN,0.426436640149065
3,122,0.409036604623857,0.357286247178237
3,123,NaN,0.299999056640835
3,124,0.319428747014103,0.305233649062019
3,125,0.364466767024411,0.361219132459068
3,126,0.266767301924545,0.296804526737004
3,127,0.339471859417113,0.338707934819187
3,128,0.270224227491794,0.275321682920957
3,129,0.290442599552481,0.276014546417617
3,130,0.107697992193604,0.227782189693347
3,131,0.630636339060786,0.638949772116923
3,132,0.455277991995642,0.503454242040925
3,133,0.528329723112473,0.530258763453287
3,134,0.50734582365308,0.561471515901036
3,135,0.44293867716067,0.449848315851303
3,136,0.451235270586669,0.548115006033525
3,137,0.229438514903012,0.346165420167964
3,138,0.331722704966472,0.350131857401151
3,139,0.515946983405502,0.527020085800419
3,140,NaN,0.318703572185978
3,141,0.219511567867151,0.286460873954103
3,142,0.344527572404524,0.427618424999571
3,143,0.164954236653449,0.244933633270586
3,144,0.241780387487958,0.282191932300337
3,145,0.271076883298638,0.257115722146865
3,146,0.20745937168542,0.224819940119943
3,147,0.386442491580621,0.307922448409417
3,148,0.431704834696705,0.360107900352863
3,149,0.473891224300166,0.502102146712524
3,150,0.445092324997989,0.370615802134306
3,151,0.390652776355607,0.288990696309843
3,152,0.235710702546201,0.220048162353837
3,153,0.273752083031134,0.24811444363024
3,154,0.16259519158082,0.207526775107695
3,155,0.261158332034491,0.201104981865226
3,156,0.289863925290625,0.259799968565978
3,157,0.351033925457556,0.112837889162666
3,158,0.404877577569984,0.328463823741128
3,159,0.325769899437959,0.143998534470671
3,160,0.394536790618397,0.214046753114712
3,161,0.380063089547955,0.249314785435137
3,162,0.176544068002872,0.333522695578263
3,163,0.299849572744874,0.355499046451506
3,164,0.497561607285513,0.497431909057695
3,165,0.467320502324313,0.471283745913669
3,166,0.363516947709831,0.394410102178818
3,167,0.328706801099755,0.184231910368236
3,168,0.151948822613596,0.215609321638101
3,169,0.264771395481955,0.168870896029044
3,170,0.235658806396322,0.257233361864884
3,171,0.294831749196384,0.212545008392284
3,172,0.339708597871752,0.340522238917574
3,173,0.400058220316872,0.321570140700395
3,174,0.372359374741411,0.410095958638166
3,175,0.23979494476187,0.230574514935527
3,176,0.268652886827399,0.189449940834001
3,177,0.423932387819958,0.333598792969639
3,178,0.262601678303669,0.309988963862495
3,179,0.43843223655666,0.299194838983079
3,180,0.266269847092506,0.26622343951015
3,181,0.497770933349543,0.548886789344457
3,182,0.495623882512219,0.570011877421764
3,183,0.497880290458283,0.516754413714304
3,184,0.444371043096453,0.466161714346153
3,185,0.295531578564074,0.199236573565143
3,186,0.47296037108946,0.563696060704479
3,187,0.0813028680787799,0.211612201523264
3,188,0.124097300755164,0.203733859325466
3,189,0.313884660817523,0.237795305319411
3,190,0.358605777773595,0.338889984243378
3,191,0.372274604404891,0.226622193809428
3,192,0.299570617741589,0.237441628396091
3,193,0.395067661383281,0.234460800626255
3,194,0.518841808463317,0.455022977008798
3,195,0.527662074258693,0.546143169974129
3,196,0.438971422847715,0.465695125771879
3,197,0.348220295168404,0.235939841932839
3,198,0.349360509960876,0.403675363731446
3,199,0.446973740399773,0.377036299761939
3,200,0.426197840997155,0.365175625190706
4,1,0.704567543036787,0.710064564410883
4,2,0.749090701762087,0.744647598574677
4,3,0.775049972750069,0.748460508592682
4,4,1,1
4,5,0.862783982338379,0.788113323402272
4,6,0.757480347548964,0.772119973267941
4,7,0.597817074115607,0.574466886071522
4,8,0.649608591277495,0.641924844750914
4,9,0.45927579233625,0.439943064006351
4,10,0.52515773704746,0.55200217107866
4,11,0.431580533099267,0.490223106661337
4,12,0.653710329518981,0.668924697597825
4,13,0.267193042630459,0.368968373708989
4,14,-0.00368988071388998,0.233582538776204
4,15,0.114715140067947,0.135815733672888
4,16,0.122187717284939,0.338550670657074
4,17,NaN,0.372636507940159
4,18,NaN,0.242127581251546
4,19,0.238322669382618,0.408049598694607
4,20,NaN,0.288088451663258
4,21,0.382953531349847,0.163519757812203
4,22,0.474527569200911,0.308817967359074
4,23,0.33357344630742,0.267311681956593
4,24,0.359384363151463,0.202847042533092
4,25,0.406481366927968,0.292319554185293
4,26,0.322496927209634,0.236624646655697
4,27,0.229149095552145,0.258628098684318
4,28,0.139222553761599,0.26939058425982
4,29,0.507551627565221,0.51775278230559
4,30,0.628362960115655,0.617541283568666
4,31,0.545855253922223,0.601060622926363
4,32,0.366525512346161,0.573469540084518
4,33,0.379886224506549,0.531997309535786
4,34,NaN,0.460114035609866
4,35,0.0904324789358802,0.311496170163949
4,36,0.147671330477533,0.281161886776216
4,37,0.284769769813111,0.384784567785257
4,38,NaN,0.439563466946016
4,39,0.284753103201028,0.283873947025397
4,40,0.32107508170544,0.230254729222639
4,41,0.269677211674512,0.25198806597207
4,42,0.321790452918611,0.195201942134423
4,43,0.356503448373912,0.140314993528493
4,44,0.386658543548847,0.485110449236448
4,45,0.283843555800669,0.355678588167754
4,46,0.322882607225068,0.251206298597355
4,47,0.259669519663553,0.297133978170939
4,48,0.206152597140005,0.256868068932364
4,49,0.19828186324407,0.201178404312838
4,50,0.114615240802925,0.275240361260442
4,51,0.298696366183754,0.347916766675873
4,52,0.159625053247963,0.258791161296188
4,53,0.249039932905642,0.29785664170936
4,54,0.281308870969162,0.212031827621318
4,55,0.270791369984709,0.213433119801695
4,56,0.167538434657224,0.190158172734648
4,57,0.483099565750434,0.496971152461076
4,58,0.296675215360759,0.484942530346607
4,59,0.20051699582036,0.336280482406996
4,60,0.252427824221117,0.434974464582454
4,61,0.197176945033107,0.366428007693225
4,62,0.334938666586751,0.225603256279651
4,63,0.229068213213275,0.2345731818042
4,64,0.147155602727208,0.291917108168229
4,65,0.198542548136813,0.211273254656199
4,66,0.093989471175011,0.240362691816254
4,67,0.120937429712979,0.240837316217253
4,68,0.259399461598485,0.329396627516808
4,69,0.205966457926675,0.25717013322924
4,70,0.335072495859007,0.184886387510363
4,71,0.321806947036779,0.24372406235104
4,72,0.449928468239926,0.425931850152411
4,73,0.33982464066167,0.495849299660745
4,74,0.413838418638424,0.464848347708979
4,75,0.326857348272075,0.408543476423752
4,76,0.205909032348655,0.287514456187222
4,77,0.329569431087081,0.403447119257426
4,78,0.362257731902781,0.487265750804946
4,79,0.328984365429194,0.491709941840568
4,80,0.0032217888619565,0.189126724652641
4,81,0.375630806156776,0.357004236046668
4,82,0.0614853036252111,0.18285524589137
4,83,0.227122609202661,0.202143617522726
4,84,0.209889682226247,0.0971194009879435
4,85,0.215044432543238,0.150599645440211
4,86,0.334646999358977,0.281887415470444
4,87,0.3227754228828,0.441588272150397
4,88,0.207015245183842,0.232056558524878
4,89,0.0373392305000609,0.2531939236887
4,90,0.307714792476624,0.306002891724386
4,91,NaN,0.252032226115799
4,92,0.369646442943475,0.282597287151208
4,93,0.389163939155278,0.34072344635155
4,94,0.399147802917451,0.304694129606854
4,95,0.384800652994549,0.138987956249774
4,96,0.534328047063104,0.556001484798675
4,97,0.459749425118021,0.48185083144765
4,98,0.410346955881674,0.318761473816348
4,99,0.463454706323461,0.311265197268423
4,100,0.350520392313393,0.443585341318325
4,101,0.669096405272839,0.654031399976428
4,102,0.556893672663678,0.591890939384624
4,103,0.685210010610042,0.725744594047833
